project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00273,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Paver Block Road Construction in Village-119,Paver Block Road Construction in Village-119,Village-119,Block-4,21.17779,79.19074,966991.0,953331.44,765510.24,2024-06-30,2024-07-18,2024-08-08,,In Progress,National Civil Projects,Minor Irrigation Division
MPL-00274,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Construction of Community Hall at Village Village-130,Construction of Community Hall at Village Village-130,Village-130,Block-3,22.1649,70.73038,2324616.0,2215636.66,2033032.78,2024-01-29,2024-02-19,2024-04-11,,In Progress,Reliable Works Corporation,Municipal Corporation
MPL-00275,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-75,Drilling of Deep Borewell and Overhead Tank Setup at Village-75,Village-75,Block-9,22.64126,75.9969,590384.0,588300.01,503670.52,2024-01-28,2024-02-11,2024-03-20,2024-11-04,Completed,Local Panchayat Works Unit,Rural Engineering Service (RES)
MPL-00276,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-145,Installation of RO Water Purification Plant at Village-145,Village-145,Block-4,13.14294,77.48732,1093297.0,1110725.61,1082714.62,2024-04-29,2024-05-10,2024-06-16,,In Progress,Sai Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPL-00277,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-100,Supply and installation of 25 Solar Street Lights in Village-100,Village-100,Block-10,25.73463,85.17767,746244.0,777429.68,719726.66,2023-01-14,2023-02-10,2023-04-07,2023-12-03,Completed,Sai Urban Works Pvt Ltd,District Rural Development Agency (DRDA)
MPL-00278,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Solar Rooftop Power System installation for School at Village-97,Solar Rooftop Power System installation for School at Village-97,Village-97,Block-6,21.2876,79.00507,691520.0,697583.17,670406.5,2023-02-24,2023-03-21,2023-05-08,,In Progress,Vanguard Infra Solutions,District Rural Development Agency (DRDA)
MPL-00279,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-129,Installation of Solar LED High-Mast Lighting System at Village-129,Village-129,Block-4,12.95957,77.46501,472859.0,470017.06,363627.26,2024-05-18,2024-06-10,2024-08-05,,In Progress,Local Panchayat Works Unit,Public Works Department (PWD)
MPL-00280,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-123,Development of Community Center and Boundary Wall in Village-123,Village-123,Block-1,11.57377,76.1597,1302290.0,1264615.26,974599.82,2024-01-28,2024-02-25,2024-03-12,,In Progress,National Civil Projects,Minor Irrigation Division
MPL-00281,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-67,Construction of Community Hall at Village Village-67,Village-67,Block-4,21.21166,79.13672,1377566.0,1379858.37,1131859.05,2024-07-07,2024-07-31,2024-09-24,,In Progress,Sai Urban Works Pvt Ltd,Public Works Department (PWD)
MPL-00282,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Construction of Additional Classrooms at Govt High School Village-57,Construction of Additional Classrooms at Govt High School Village-57,Village-57,Block-10,12.99386,77.63506,2941398.0,2915150.98,2184910.56,2024-07-22,2024-08-19,2024-09-14,2025-03-23,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00283,Gujarat,Rajkot,Rajkot,P. Rupala,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-99,Construction of Public Toilets and Sanitation Block in Village-99,Village-99,Block-1,22.33555,70.70543,738635.0,709722.62,561883.02,2024-05-04,2024-05-31,2024-07-28,2024-11-03,Completed,Local Panchayat Works Unit,Minor Irrigation Division
MPL-00284,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Development of Community Center and Boundary Wall in Village-34,Development of Community Center and Boundary Wall in Village-34,Village-34,Block-4,22.26501,70.66523,1745799.0,1763863.59,1655465.31,2024-10-31,2024-11-25,2025-01-20,2025-07-06,Completed,Reliable Works Corporation,Municipal Corporation
MPL-00285,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-148,Widening of Rural Link Road connecting Village-148,Village-148,Block-1,22.83263,75.83029,2409854.0,2391898.03,1870903.19,2023-07-30,2023-08-27,2023-09-16,,In Progress,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00286,Gujarat,Rajkot,Rajkot,P. Rupala,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-97,Installation of Solar LED High-Mast Lighting System at Village-97,Village-97,Block-7,22.28172,70.82781,743170.0,721277.6,699535.63,2024-01-26,2024-02-23,2024-04-01,,In Progress,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00287,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-102,Supply and installation of 25 Solar Street Lights in Village-102,Village-102,Block-6,11.70313,76.12713,895822.0,869278.23,775451.73,2024-07-02,2024-07-24,2024-09-07,,In Progress,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00288,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-59,Installation of Public Shed and Seating Area at Village-59,Village-59,Block-7,21.23606,79.12241,634144.0,652097.2,624488.24,2023-03-14,2023-04-13,2023-05-11,2023-10-04,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00289,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Construction of Community Hall at Village Village-121,Construction of Community Hall at Village Village-121,Village-121,Block-9,25.17893,82.9392,2258805.0,2244208.02,1624587.08,2023-07-28,2023-08-16,2023-09-23,,In Progress,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00290,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-127,Drilling of Deep Borewell and Overhead Tank Setup at Village-127,Village-127,Block-3,25.40279,82.97706,910295.0,865755.21,869486.74,2024-06-03,2024-06-14,2024-07-17,,In Progress,Bharat Engineers & Builders,Minor Irrigation Division
MPL-00291,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-1,Drilling of Deep Borewell and Overhead Tank Setup at Village-1,Village-1,Block-9,11.71122,76.13732,615092.0,589679.03,481482.37,2024-01-26,2024-02-14,2024-03-22,2024-09-01,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00292,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Paver Block Road Construction in Village-58,Paver Block Road Construction in Village-58,Village-58,Block-9,11.58791,76.13387,1135818.0,1188412.86,950029.64,2024-01-30,2024-02-18,2024-04-09,,In Progress,Reliable Works Corporation,Public Works Department (PWD)
MPL-00293,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-66,Installation of Public Shed and Seating Area at Village-66,Village-66,Block-8,11.70435,76.21299,859335.0,862592.17,806070.65,2023-08-17,2023-09-14,2023-11-12,2024-04-16,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00294,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-67,Construction of Additional Classrooms at Govt High School Village-67,Village-67,Block-5,25.29133,82.92983,1341671.0,1325929.61,1256604.77,2023-07-28,2023-08-14,2023-10-11,2024-02-28,Completed,Reliable Works Corporation,Public Works Department (PWD)
MPL-00295,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-88,Development of Community Center and Boundary Wall in Village-88,Village-88,Block-4,26.93451,75.69214,879721.0,884520.01,662910.0,2023-11-01,2023-11-18,2023-12-25,,In Progress,Bharat Engineers & Builders,Municipal Corporation
MPL-00296,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-59,Construction of CC Road and Drainage Channel at Village-59,Village-59,Block-1,25.72016,85.19034,1925232.0,1989715.81,1830703.9,2023-12-04,2023-12-31,2024-01-24,2024-04-23,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00297,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-81,Installation of Smart Classroom and Computer Lab in Village-81,Village-81,Block-1,25.25168,82.89053,1216256.0,1264677.73,1172831.01,2024-07-16,2024-08-11,2024-09-12,2025-03-21,Completed,Local Panchayat Works Unit,Rural Engineering Service (RES)
MPL-00298,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Solar Rooftop Power System installation for School at Village-9,Solar Rooftop Power System installation for School at Village-9,Village-9,Block-4,22.72506,75.8024,763441.0,751782.41,731468.12,2023-06-06,2023-06-28,2023-08-11,2024-04-05,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00299,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-67,Paver Block Road Construction in Village-67,Village-67,Block-7,22.30353,70.71536,696243.0,699624.19,536902.04,2024-04-09,2024-04-27,2024-06-20,2024-10-05,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00300,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-34,Drilling of Deep Borewell and Overhead Tank Setup at Village-34,Village-34,Block-1,12.97332,77.65781,1053867.0,1073470.18,995121.5,2023-09-19,2023-10-04,2023-11-03,2024-04-08,Completed,National Civil Projects,Municipal Corporation
MPL-00301,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Construction of Additional Classrooms at Govt High School Village-133,Construction of Additional Classrooms at Govt High School Village-133,Village-133,Block-4,22.58391,75.73739,2319842.0,2371008.51,2170443.9,2023-10-17,2023-11-04,2023-12-05,2024-06-27,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00302,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-86,Development of Community Center and Boundary Wall in Village-86,Village-86,Block-10,12.95087,77.67801,1072387.0,1057476.75,930944.53,2023-08-24,2023-09-21,2023-10-28,,In Progress,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00303,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Paver Block Road Construction in Village-84,Paver Block Road Construction in Village-84,Village-84,Block-7,21.18531,78.98165,1035239.0,1033944.3,953411.48,2023-02-20,2023-03-22,2023-04-30,2023-10-25,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00304,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Construction of Community Hall at Village Village-42,Construction of Community Hall at Village Village-42,Village-42,Block-10,22.76299,75.78907,1720634.0,1673870.25,1368013.24,2023-09-30,2023-10-26,2023-12-25,,In Progress,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00305,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Construction of Additional Classrooms at Govt High School Village-48,Construction of Additional Classrooms at Govt High School Village-48,Village-48,Block-2,13.13942,77.48097,2991412.0,2848751.89,2747108.54,2024-10-27,2024-11-08,2024-12-09,2025-08-05,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00306,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-7,Installation of Solar LED High-Mast Lighting System at Village-7,Village-7,Block-4,13.11095,77.68344,608148.0,609606.51,607420.73,2023-03-29,2023-04-17,2023-05-18,2023-08-07,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00307,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-135,Installation of RO Water Purification Plant at Village-135,Village-135,Block-3,13.19496,77.58236,678895.0,646889.94,610370.56,2023-11-02,2023-11-30,2024-01-14,2024-07-30,Completed,Apex Infrastructure Ltd,Minor Irrigation Division
MPL-00308,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-135,Supply and installation of 25 Solar Street Lights in Village-135,Village-135,Block-5,13.04706,77.52753,835432.0,847088.64,662412.69,2023-12-12,2023-12-22,2024-02-05,2024-04-27,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00309,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-89,Installation of Solar LED High-Mast Lighting System at Village-89,Village-89,Block-1,25.39736,83.06329,550346.0,548650.82,386615.39,2024-04-21,2024-05-18,2024-07-02,,In Progress,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00310,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-144,Construction of Public Toilets and Sanitation Block in Village-144,Village-144,Block-10,11.61429,76.10867,1058339.0,1047200.2,792675.64,2024-10-05,2024-10-23,2024-12-01,2025-03-27,Completed,Apex Infrastructure Ltd,Minor Irrigation Division
MPL-00311,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-106,Supply and installation of 25 Solar Street Lights in Village-106,Village-106,Block-6,26.89823,75.84744,598566.0,619724.23,451751.02,2023-10-14,2023-10-24,2023-11-15,2024-06-20,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00312,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-6,Installation of Public Shed and Seating Area at Village-6,Village-6,Block-6,21.06564,78.98341,497484.0,520981.79,390343.04,2023-04-16,2023-05-09,2023-07-08,2023-09-08,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00313,Rajasthan,Jaipur,Jaipur,M. Joshi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-119,Installation of Smart Classroom and Computer Lab in Village-119,Village-119,Block-5,26.88013,75.80026,1430789.0,1472485.73,1143307.14,2023-05-08,2023-05-30,2023-06-17,,In Progress,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00314,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-64,Installation of Public Shed and Seating Area at Village-64,Village-64,Block-5,25.32394,83.11853,601744.0,618064.82,501185.53,2023-01-15,2023-02-04,2023-03-03,2023-05-26,Completed,Apex Infrastructure Ltd,Municipal Corporation
MPL-00315,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-141,Installation of Public Shed and Seating Area at Village-141,Village-141,Block-7,21.2549,79.00354,673115.0,647680.78,568357.36,2023-10-13,2023-11-02,2023-11-29,2024-02-10,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00316,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-150,Construction of Public Toilets and Sanitation Block in Village-150,Village-150,Block-3,25.37412,82.8704,725461.0,717902.3,560728.25,2023-01-19,2023-02-13,2023-04-06,2023-10-04,Completed,Apex Infrastructure Ltd,Rural Engineering Service (RES)
MPL-00317,Gujarat,Rajkot,Rajkot,P. Rupala,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-16,Supply and installation of 25 Solar Street Lights in Village-16,Village-16,Block-4,22.2237,70.9467,531339.0,523662.09,396472.16,2024-06-23,2024-07-03,2024-07-24,,In Progress,Apex Infrastructure Ltd,Municipal Corporation
